"Code AGB","Code CIQUAL","Groupe d'aliment","Sous-groupe d'aliment","Nom du Produit en Français","LCI Name","code saison","code avion","Livraison","Préparation","DQR","Score unique EF","Changement climatique","Appauvrissement de la couche d'ozone","Rayonnements ionisants","Formation photochimique d'ozone","Particules fines","Effets toxicologiques sur la santé humaine : substances non-cancérogènes","Effets toxicologiques sur la santé humaine : substances cancérogènes","Acidification terrestre et eaux douces","Eutrophisation eaux douces","Eutrophisation marine","Eutrophisation terrestre","Écotoxicité pour écosystèmes aquatiques d'eau douce","Utilisation du sol","Épuisement des ressources eau","Épuisement des ressources énergétiques","Épuisement des ressources minéraux","Matériau d'emballage"
"20998","20998","aides culinaires et ingrédients divers","algues","Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté","North Atlantic rockweed (Ascophyllum nodosum), dried or dehydrated","2",0,"Ambiant (long)","Pas de préparation",5,1.5199106,11.997799,3.4245099e-7,10.916084,0.053612038,8.2793619e-7,8.105209e-8,7.2588381e-9,0.10413826,0.0025048177,0.013751618,0.12951886,39.754891,31.710309,4.1626904,392.11548,0.000076152516,"PACK PROXY"
"10024","10024","viandes, œufs, poissons","mollusques et crustacés crus","Langoustine, crue","Norway lobster, raw","2",0,"Glacé","Pas de préparation",5,5.2758984,39.536483,0.0000013149525,2.6516665,0.40515357,0.0000037041361,5.4312996e-7,1.499984e-8,0.49337032,0.0077452105,0.1277328,1.3585535,126.35785,83.199264,3.026758,592.89287,0.00085675624,"PACK PROXY"
"18004","18004","boissons","boissons sans alcool","Café, non instantané, non sucré, prêt à boire","Not instant coffee, without sugar, ready-to-drink","2",0,"Ambiant (long)","Cuisson à l'eau",5,0.22526641,1.670545,1.5289106e-8,0.13946968,0.0061553775,1.8421421e-7,8.8534829e-8,2.2574034e-9,0.022017202,0.00029630345,0.012764997,0.089674849,51.068995,60.207912,1.4139026,13.5647,0.0000065649264,"PACK PROXY"
"31033","31033","produits sucrés","confiseries non chocolatées","Nougat ou touron","Nougat","2",0,"Ambiant (long)","Pas de préparation",5,3.1648221,11.074432,9.6882892e-7,1.0384289,0.064611966,0.0000013903493,0.0000011238103,5.9822827e-9,0.11610039,0.0032034122,0.045209072,0.42239352,189.17624,538.27988,199.8692,184.49725,0.0001784969,"PACK PROXY"
"11194","11194","aides culinaires et ingrédients divers","sauces","Sauce Nuoc Mâm ou Sauce au poisson, préemballée","Nuoc mam sauce or fish sauce, prepacked","2",0,"Glacé","Pas de préparation",5,0.17596922,1.1700241,9.2376674e-7,0.86046019,0.0043592151,7.2903224e-8,1.8332462e-8,4.4153451e-10,0.0075038859,0.0002520812,0.0042523793,0.026810351,18.421833,44.613731,0.56440329,32.190377,0.000026966482,"PACK PROXY"
"26033","26033","viandes, œufs, poissons","poissons cuits","Roussette ou petite roussette ou saumonette, cuite","Nursehound or lesser spotted dogfish, cooked","2",0,"Glacé","Four",5,2.4367512000000002,14.971152,0.0000021565617,0.85906355,0.29233644,0.0000030233252,6.1668391e-8,6.670658e-9,0.39103808,0.00069325312,0.096056254,1.0488041,15.250525,20.57012,0.51751326,208.98779,0.000084280085,"PACK PROXY"
"26074","26074","viandes, œufs, poissons","poissons crus","Roussette ou petite roussette ou saumonette, crue","Nursehound or lesser spotted dogfish, raw","2",0,"Glacé","Pas de préparation",5,1.9688571000000001,12.188752,0.0000017640754,0.28003355,0.23912983,0.0000024713049,4.7505226e-8,5.4092627e-9,0.31970158,0.00052943654,0.078563124,0.85806833,12.058341,16.31433,0.39493123,161.74181,0.000065558231,"PACK PROXY"
"11048","11048","aides culinaires et ingrédients divers","épices","Noix de muscade","Nutmeg","2",0,"Ambiant (long)","Pas de préparation",5,0.98208544,7.3171734,1.3707159e-7,0.41764532,0.036560134,4.8613969e-7,1.0376903e-7,1.9281195e-9,0.060292499,0.0014850748,0.055107286,0.21174797,74.180673,621.96515,18.284311,79.010843,0.000081380334,"PACK PROXY"
"9640","9640","aides culinaires et ingrédients divers","ingrédients divers","Son d'avoine","Oat bran","2",0,"Ambiant (long)","Pas de préparation",5,0.059543056999999996,0.48222525,7.3991385e-9,0.099835174,0.0017387476,4.0438967e-8,4.8848736e-9,5.3998599e-10,0.0044403658,0.00012382983,0.0040217556,0.01815661,2.2321869,62.294961,0.077538899,6.2397761,0.0000025715753,"PACK PROXY"
"9313","9313","produits céréaliers","céréales de petit-déjeuner et biscuits","Flocons d'avoine, bouillis/cuits à l'eau","Oat flakes, boiled/cooked in water","2",0,"Ambiant (long)","Pas de préparation",5,0.09989706200000001,0.80337817,1.1383194e-8,0.081349416,0.0027534101,6.2249616e-8,7.31934e-9,1.0421397e-9,0.0082551541,0.00022466712,0.0077829392,0.034484319,3.7299585,122.7144,0.17316956,8.0737588,0.0000039386227,"PACK PROXY"
"32140","32140","produits céréaliers","céréales de petit-déjeuner et biscuits","Flocon d'avoine précuit","Oat flakes, pre-cooked, raw","2",0,"Ambiant (long)","Pas de préparation",5,0.16929309,1.2875673,2.1031877e-8,0.55741439,0.0045878465,9.8973083e-8,1.4728316e-8,1.4255281e-9,0.012222734,0.0003287469,0.011163345,0.050593042,5.4456533,162.9548,0.25841242,22.674068,0.0000060343778,"PACK PROXY"
"9310","9310","produits céréaliers","pâtes, riz et céréales","Avoine, crue","Oat, raw","2",0,"Ambiant (long)","Pas de préparation",5,0.096182235,0.73744201,1.0692776e-8,0.082002448,0.0025690329,6.1805898e-8,7.2196199e-9,1.0353774e-9,0.0081924807,0.00022154697,0.007778529,0.034398529,3.7332934,123.10685,0.14080895,7.244481,0.0000037980297,"PACK AGB"
"18905","18905","boissons","boissons sans alcool","Boisson à base d'avoine, nature","Oat-based drink, plain, prepacked","2",0,"Ambiant (long)","Pas de préparation",5,0.061620657,0.53484862,1.3145447e-8,0.16507706,0.0018828627,3.3454621e-8,5.9468287e-9,4.2297039e-10,0.0031443704,0.00015149833,0.0021825413,0.010513486,6.3739094,35.919564,0.32139288,9.5233172,0.0000035818093,"PACK PROXY"
"9311","9311","produits céréaliers","farines et pâtes à tarte","Flocon d'avoine","Oatmeal flakes","2",0,"Ambiant (long)","Pas de préparation",5,0.12512744999999997,0.9572498,1.3605356e-8,0.18671034,0.0034946165,8.2229544e-8,9.6164247e-9,1.251172e-9,0.010130225,0.00027171597,0.009439869,0.042227467,4.7086768,147.34547,0.16521829,11.300862,0.0000051103704,"PACK PROXY"
"58103","58103","fruits, légumes, légumineuses et oléagineux","légumes","Gombo, fruit, cuit","Okra, cooked, without salt","2",0,"Ambiant (moyen)","Cuisson à l'eau",5,0.18607996999999998,1.8814724,5.1253972e-8,0.27154719,0.0077806269,7.5619457e-8,2.4615734e-8,4.3221713e-10,0.0087008895,0.00032452953,0.0068384532,0.027608135,30.433158,23.184339,1.9433018,28.094365,0.0000095717206,"PACK AGB"
"17270","17270","matières grasses","huiles et graisses végétales","Huile d'olive vierge extra","Olive oil, extra virgin","2",0,"Ambiant (long)","Pas de préparation",5,0.55653855,1.3123269,3.9915728e-8,0.26521689,0.013128935,3.0203981e-7,2.147794e-7,1.4976126e-9,0.040185123,0.00055486498,0.019294887,0.16256122,39.422013,606.43225,23.67854,30.92298,0.000015305986,"PACK AGB"
"13147","13147","aides culinaires et ingrédients divers","condiments","Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)","Olive, green, stuffed (anchovy, sweet peppers, etc…)","2",0,"Glacé","Pas de préparation",5,0.13556329,1.1806579,3.1341676e-8,0.29907312,0.0058593073,8.2172351e-8,2.317075e-8,3.0411383e-10,0.0080240135,0.00014259147,0.0027667214,0.023859653,10.492709,48.947508,1.9943115,20.533994,0.0000051715334,"PACK PROXY"
"22506","22506","viandes, œufs, poissons","œufs","Omelette au fromage","Omelette, with cheese","2",0,"Glacé","Micro-onde",5,0.38142436,2.8820956,4.4727452e-8,0.86801609,0.0094635979,3.0922613e-7,4.9258708e-8,2.1452381e-9,0.042924029,0.00048731805,0.016351091,0.17980708,68.843502,175.6425,0.68954623,35.297843,0.000011716617,"PACK PROXY"
"22509","22509","viandes, œufs, poissons","œufs","Omelette aux fines herbes","Omelette, with herbs","2",0,"Glacé","Micro-onde",5,0.33101937,2.2992013,4.3683013e-8,0.83038334,0.009023423,2.4100979e-7,3.7480105e-8,2.0775233e-9,0.03346399,0.0004856615,0.015438763,0.13858521,74.270515,171.98141,0.70591282,33.875757,0.000011445063,"PACK PROXY"
"22507","22507","viandes, œufs, poissons","œufs","Omelette aux lardons","Omelette, with lardoons","2",0,"Glacé","Micro-onde",5,0.52301173,3.8523939,5.4918284e-8,1.0664618,0.01210639,4.321081e-7,5.4498502e-8,2.9144545e-9,0.060771187,0.00066149879,0.021418237,0.25489156,118.23201,247.06658,1.0351223,44.086535,0.000015970023,"PACK PROXY"
"22508","22508","viandes, œufs, poissons","œufs","Omelette aux champignons","Omelette, with mushrooms","2",0,"Glacé","Micro-onde",5,0.37382261,2.6796964,5.4009776e-8,0.95510105,0.0092495844,3.3038619e-7,3.9513803e-8,1.711623e-9,0.042399437,0.00045683343,0.01298736,0.18192679,59.308569,132.12683,0.69941424,42.288624,0.000011867944,"PACK PROXY"
"25529","25529","entrées et plats composés","pizzas, tartes et crêpes salées","Tarte à l'oignon","Onion tart","2",0,"Glacé","Four",5,0.36738534,2.8300943,1.5062568e-7,1.2800841,0.0079178341,2.68212e-7,5.1476785e-8,1.3087197e-8,0.035999023,0.00045387442,0.011377072,0.14697877,34.562717,123.60182,0.61766831,43.646175,0.000016582422,"PACK AGB"
"20035","20035","fruits, légumes, légumineuses et oléagineux","légumes","Oignon, cuit","Onion, cooked","2",0,"Ambiant (moyen)","Cuisson à l'eau",5,0.15631724,1.1727407,4.4158915e-8,0.20641516,0.0038770835,4.4848932e-8,1.0912461e-8,4.058702e-8,0.003830922,0.00010557785,0.0032741983,0.012110514,12.02011,44.000934,0.63666644,19.398162,0.0000056145886,"PACK AGB"
"20180","20180","fruits, légumes, légumineuses et oléagineux","légumes","Oignon, séché","Onion, dried","2",0,"Ambiant (moyen)","Pas de préparation",5,1.3732306,3.8522559,1.7892096e-7,13.219159,0.013062337,2.3787132e-7,5.6802261e-8,3.5991775e-7,0.021695643,0.000084220054,0.024293205,0.060931561,86.09209,334.30128,4.555764,309.31831,0.000032555747,"PACK AGB"
"20235","20235","fruits, légumes, légumineuses et oléagineux","légumes","Oignon, surgelé, cru","Onion, frozen, raw","2",0,"Congelé","Pas de préparation",5,0.12979770000000002,0.69007088,2.5350421e-8,0.57283523,0.0022264908,3.0738022e-8,9.0756801e-9,3.5296999e-8,0.0026817616,0.000049469838,0.0028177098,0.0078612092,10.188457,34.686233,0.47873022,19.190555,0.0000058358746,"PACK AGB"
"20034","20034","fruits, légumes, légumineuses et oléagineux","légumes","Oignon, cru","Onion, raw","2",0,"Ambiant (moyen)","Pas de préparation",5,0.082928537,0.39228626,1.7366204e-8,0.041859486,0.0014036741,2.220249e-8,4.9501661e-9,3.4255588e-8,0.0017873741,-0.000029872374,0.0022905313,0.0063105149,8.3388388,31.598986,0.37100344,4.7461217,0.0000021163507,"PACK AGB"
"18156","18156","boissons","boissons sans alcool","Thé oolong, infusé, non sucré","Oolong tea, brewed, without sugar","2",0,"Ambiant (long)","Cuisson à l'eau",5,0.016599069,0.055482086,8.1945046e-10,0.06742541,0.00017047575,6.1585182e-9,1.3900526e-9,4.6528312e-11,0.00047117074,0.00001731867,0.00024435635,0.0017192364,1.6052078,4.0378354,0.99709257,1.6970489,6.7797405e-7,"PACK PROXY"
"2013","2013","boissons","boissons sans alcool","Jus d'orange, maison","Orange juice, home-made","2",0,"Glacé","Pas de préparation",5,0.22333379,2.0753025,5.4339634e-7,0.32579995,0.010118101,1.0118429e-7,2.8792514e-8,5.7416341e-10,0.016038084,0.0003187929,0.0077206202,0.054891073,32.190563,47.592311,1.9918632,23.371027,0.000018701701,"PACK PROXY"
"2012","2012","boissons","boissons sans alcool","Jus d'orange, à base de concentré","Orange juice, reconstituted from a concentrate","2",0,"Ambiant (long)","Pas de préparation",5,0.13143951,1.1658771,5.2297647e-7,0.12810734,0.0043915186,7.0921214e-8,1.2933922e-8,1.9987053e-10,0.0070327221,0.00019865892,0.0039339077,0.027110604,37.644313,29.027873,0.6192735,13.108377,0.000016001938,"PACK PROXY"
"2375","2375","boissons","boissons sans alcool","Nectar d'orange","Orange nectar","2",0,"Ambiant (long)","Pas de préparation",5,0.10145554999999999,0.84373978,5.388548e-7,0.17787634,0.0030776947,5.1802113e-8,8.0868147e-9,1.4989829e-10,0.0050365651,0.00014419265,0.0025137991,0.018894272,21.580053,18.189149,0.45410046,12.080159,0.000015697198,"PACK PROXY"
"13034","13034","fruits, légumes, légumineuses et oléagineux","fruits","Orange, pulpe, crue","Orange, pulp, raw","2",0,"Ambiant (moyen)","Pas de préparation",5,0.13835822,0.55320136,2.001699e-8,0.049487171,0.0026633785,4.4680587e-8,2.1889334e-8,2.0373739e-10,0.0052075621,0.00010382063,0.0014687448,0.020945317,10.656127,25.373112,10.311395,6.6754803,0.0000031511893,"PACK AGB"
"11035","11035","aides culinaires et ingrédients divers","herbes","Origan, séché","Oregano, dried","2",0,"Ambiant (long)","Pas de préparation",5,0.46775326,2.707072,8.8039644e-8,0.32162004,0.01141475,2.7179068e-7,4.2255253e-8,6.8579431e-10,0.032074862,0.0005650429,0.016093499,0.12408767,22.458512,142.79786,20.143903,37.294694,0.000010542717,"PACK PROXY"
"12119","12119","lait et produits laitiers","fromages","Ossau-Iraty","Ossau-Iraty cheese, from ewe's milk","2",0,"Glacé","Pas de préparation",5,0.53735681,4.2489869,4.3774125e-8,0.66138364,0.0092955901,6.0496551e-7,8.5268493e-8,2.1095919e-9,0.083963778,0.00044554664,0.014877381,0.36773061,13.583976,315.20956,0.50528425,31.978712,0.00001119991,"PACK AGB"
"25164","25164","entrées et plats composés","plats composés","Osso buco","Osso buco","2",0,"Glacé","Micro-onde",5,0.95851476,9.4445069,1.5235249e-7,1.3583078,0.021097798,7.4255283e-7,1.2961816e-7,7.8850989e-9,0.10116607,0.0010094275,0.035710404,0.42333312,98.147255,456.30265,2.7236275,87.53284,0.0000262031,"PACK AGB"
"25610","25610","viandes, œufs, poissons","charcuteries","Museau de boeuf en vinaigrette","Ox muzzle in salad dressing sauce","2",0,"Glacé","Pas de préparation",5,2.7228073,21.914633,8.4757834e-8,0.61597446,0.033800416,0.0000022249791,0.0000036981309,2.3209276e-8,0.32714705,0.0012155636,0.079930296,1.4386259,99.488479,2169.9291,1.9477072,52.409974,0.000032099491,"PACK AGB"
"10011","10011","viandes, œufs, poissons","mollusques et crustacés crus","Huître, sans précision, crue","Oyster, raw","2",0,"Glacé","Pas de préparation",5,0.48688276,5.5221655,1.3609156e-7,0.89597202,0.032774349,1.7781964e-7,3.6217352e-8,1.3246284e-9,0.025119694,0.00086561934,0.010281154,0.10035548,14.424679,246.66807,0.86055719,83.008375,0.000024470327,"PACK PROXY"
"10035","10035","viandes, œufs, poissons","mollusques et crustacés crus","Huître creuse, crue","Pacific oyster, raw","2",0,"Glacé","Pas de préparation",5,0.48688276,5.5221655,1.3609156e-7,0.89597202,0.032774349,1.7781964e-7,3.6217352e-8,1.3246284e-9,0.025119694,0.00086561934,0.010281154,0.10035548,14.424679,246.66807,0.86055719,83.008375,0.000024470327,"PACK PROXY"
"25031","25031","entrées et plats composés","plats composés","Paëlla","Paëlla","2",0,"Glacé","Micro-onde",5,0.50249558,3.5156717,8.3687853e-8,0.74814083,0.030068547,4.1389201e-7,1.950954e-7,3.7135742e-9,0.054027805,0.00042137524,0.018369318,0.17777641,43.704153,76.515079,4.0000866,51.702606,0.000012413893,"PACK PROXY"
"20018","20018","fruits, légumes, légumineuses et oléagineux","légumes","Coeur de palmier, appertisé, égoutté","Palm heart, canned, drained","2",0,"Ambiant (long)","Pas de préparation",5,0.15893962,1.6414165,5.2853618e-8,0.28057087,0.0066611181,8.0621342e-8,3.7644795e-8,7.9955906e-9,0.0076907977,0.00033650605,0.0029623915,0.023364004,7.1657555,19.909436,1.5163521,23.270108,0.0000045298636,"PACK AGB"
"16129","16129","matières grasses","huiles et graisses végétales","Huile de palme, sans précision","Palm oil","2",0,"Ambiant (long)","Pas de préparation",5,0.25491351,2.9799497,1.697805e-8,0.18027076,0.0092510429,2.7037338e-7,1.9495892e-8,1.2467326e-9,0.014005154,0.00025766404,0.013002686,0.052081775,44.641286,94.746608,1.498205,16.484577,0.0000055437901,"PACK PROXY"
"16150","16150","matières grasses","huiles et graisses végétales","Huile de palme raffinée","Palm oil, refined","2",0,"Ambiant (long)","Pas de préparation",5,0.2907483,3.4463329,2.6817123e-8,0.19399533,0.010777505,3.0503937e-7,2.3391675e-8,1.3393906e-9,0.015220108,0.0003031531,0.01353327,0.05549074,46.416417,100.17472,1.5646498,22.622335,0.0000070934696,"PACK PROXY"
"28858","28858","viandes, œufs, poissons","charcuteries","Pancetta ou Poitrine roulée sèche","Pancetta, dried","2",0,"Glacé","Pas de préparation",5,1.7222452,13.104505,0.0000023556606,3.9775734,0.033370567,0.0000014160903,1.5274149e-7,7.8571734e-9,0.19810958,0.0019849859,0.054670885,0.82984285,349.88475,660.68769,3.1054866,149.68558,0.000095582084,"PACK AGB"
"27018","27018","viandes, œufs, poissons","poissons cuits","Panga, Pangasius, ou poisson-chat du Mékong, filet, cuit","Pangasius, filets, cooked","2",0,"Glacé","Four",5,5.2797727,16.568191,0.0000019784026,2.2077755,0.054243196,7.9553608e-7,9.6936404e-8,2.8657094e-9,0.085961695,0.032105387,0.039787703,0.22618981,90.253814,305.5403,461.53438,193.45207,0.000078467692,"PACK PROXY"
"7170","7170","produits céréaliers","pains et viennoiseries","Pain panini","Panini bread","2",0,"Ambiant (court)","Pas de préparation",5,0.15867123,1.1996385,2.2547351e-8,0.47050429,0.0042891815,9.5532022e-8,2.6332322e-8,7.3820562e-10,0.012269451,0.00020543773,0.0063650086,0.050837618,11.294011,88.120759,1.6051092,21.752371,0.000004927747,"PACK PROXY"
"19685","19685","lait et produits laitiers","produits laitiers frais et assimilés","Panna cotta, rayon frais","Panna cotta, refrigerated","2",0,"Glacé","Pas de préparation",5,0.37180101,3.3736072,6.1378644e-8,0.74592339,0.0078041867,3.4082991e-7,5.4996049e-8,1.4369835e-9,0.047229123,0.00032872134,0.011879452,0.19988194,28.627438,115.35154,0.79973339,33.062939,0.0000094903133,"PACK AGB"
"13035","13035","fruits, légumes, légumineuses et oléagineux","fruits","Papaye, pulpe, crue","Papaya, pulp, raw","2",0,"Ambiant (moyen)","Pas de préparation",5,0.099633758,0.9329634,2.5055498e-8,0.063925687,0.0058229682,5.166137e-8,1.5840485e-8,2.0746665e-10,0.0070227344,0.00011943184,0.0037324343,0.021126478,3.4137026,14.435984,1.8689261,11.116049,0.0000042731744,"PACK AGB"
"11049","11049","aides culinaires et ingrédients divers","épices","Paprika","Paprika","2",0,"Ambiant (long)","Pas de préparation",5,1.0200725000000002,7.9092152,1.3646334e-7,0.43694753,0.036178644,4.8708449e-7,1.0758464e-7,1.9692081e-9,0.060872124,0.0021135464,0.055104965,0.21056237,75.566316,623.1687,18.352755,85.508946,0.000081551115,"PACK PROXY"
"28844","28844","viandes, œufs, poissons","charcuteries","Jambon sec de Parme","Parma dry-cured ham","2",0,"Glacé","Pas de préparation",5,1.7222452,13.104505,0.0000023556606,3.9775734,0.033370567,0.0000014160903,1.5274149e-7,7.8571734e-9,0.19810958,0.0019849859,0.054670885,0.82984285,349.88475,660.68769,3.1054866,149.68558,0.000095582084,"PACK AGB"
"12120","12120","lait et produits laitiers","fromages","Parmesan","Parmesan cheese, from cow's milk","2",0,"Glacé","Pas de préparation",5,0.54762316,5.0872348,4.7880912e-8,0.57078468,0.011125235,5.5790545e-7,8.9313209e-8,2.3259005e-9,0.077117402,0.00049129697,0.018659717,0.32846587,46.292252,183.54952,0.67455211,32.338285,0.000012365689,"PACK AGB"
"11024","11024","aides culinaires et ingrédients divers","herbes","Persil, séché","Parsley, dried","2",0,"Ambiant (long)","Pas de préparation",5,0.77622496,4.3672793,1.0946775e-7,0.36102587,0.024669227,4.6246126e-7,2.6917711e-7,7.2828005e-9,0.066726783,0.0010649279,0.094062002,0.28258356,32.624763,590.41892,8.0651475,48.516819,0.000016139567,"PACK PROXY"
"11014","11014","aides culinaires et ingrédients divers","herbes","Persil, frais","Parsley, fresh","2",0,"Ambiant (long)","Pas de préparation",5,0.18224887,1.1511116,1.9445804e-8,0.087062581,0.0057015946,1.0268763e-7,6.0497224e-8,1.6501059e-9,0.014346288,0.00025021507,0.020755958,0.061908917,5.0283592,130.70086,1.8277856,13.966219,0.0000047943736,"PACK PROXY"
"20133","20133","fruits, légumes, légumineuses et oléagineux","légumes","Panais, cuit","Parsnip, cooked","2",0,"Ambiant (moyen)","Cuisson à l'eau",5,0.11445472999999999,1.3811833,4.7988774e-8,0.21562034,0.004435974,5.1223779e-8,1.1056573e-8,3.9180173e-10,0.0040889453,0.00024325245,0.0021328927,0.013216477,6.0124268,20.815705,0.66463712,21.544286,0.0000058985614,"PACK AGB"
"20181","20181","fruits, légumes, légumineuses et oléagineux","légumes","Panais, cru","Parsnip, raw","2",0,"Ambiant (moyen)","Pas de préparation",5,0.042750559,0.50475102,1.871497e-8,0.045485795,0.0016770296,2.6031035e-8,4.6322093e-9,1.7836451e-10,0.001863395,0.000073154627,0.0012760752,0.0068619044,3.0430881,11.368287,0.3782601,5.570953,0.0000021548678,"PACK AGB"
"13016","13016","fruits, légumes, légumineuses et oléagineux","fruits","Fruit de la passion ou maracudja, pulpe et pépins, cru","Passion fruit, pulp and pips, raw","2",0,"Ambiant (moyen)","Pas de préparation",5,0.15123799000000002,0.6374767,2.5441788e-8,0.056106673,0.0032326765,5.5891931e-8,9.3544149e-9,1.7561985e-10,0.0047453559,0.00010382563,0.0027016785,0.016003505,3.3919436,22.72486,11.824084,7.3332655,0.0000033642966,"PACK AGB"
"25122","25122","entrées et plats composés","plats composés","Gratin de pâtes","Pasta au gratin (oven grilled)","2",0,"Glacé","Micro-onde",5,0.39049023,3.2603276,0.0000014655262,0.80585228,0.0096280196,2.4664005e-7,4.9577571e-8,1.6487206e-9,0.032566774,0.00060680671,0.012244114,0.12967939,20.195451,127.70632,0.73210042,45.015935,0.000047036058,"PACK AGB"
"25198","25198","entrées et plats composés","plats composés","Pâtes en sauce aux fromages (spaghetti, tagliatelles…)","Pasta with cheese sauce (spaghetti, tagliatelle…)","2",0,"Glacé","Micro-onde",5,0.41147215000000004,3.3376317,0.000001460465,0.84056315,0.0097813196,2.8481728e-7,5.3805132e-8,1.7450659e-9,0.037470309,0.00057440861,0.01322064,0.15371018,33.984848,134.16865,0.73793399,42.757794,0.000045263036,"PACK AGB"
"25568","25568","entrées et plats composés","pizzas, tartes et crêpes salées","Pastilla au poulet","Pastilla, filled with chicken (pie)","2",0,"Glacé","Four",5,0.8643415,4.1559227,1.9678243e-7,1.3804261,0.01991933,5.3657705e-7,2.1285563e-7,6.4461739e-9,0.06298204,0.0010402832,0.02251169,0.25118659,95.083468,214.4597,29.698728,72.719059,0.000040260951,"PACK PROXY"
"1000","1000","boissons","boisson alcoolisées","Pastis","Pastis (anise-flavoured spirit)","2",0,"Ambiant (long)","Réfrigéré chez le consommateur",5,0.71775655,4.5470101,8.8529047e-8,1.2582273,0.020534585,3.0534318e-7,2.0257381e-7,4.2918302e-9,0.031213544,0.0010005902,0.038872195,0.11648847,337.14825,710.32933,1.2983204,64.833911,0.000051023939,"PACK PROXY"
"24060","24060","produits céréaliers","céréales de petit-déjeuner et biscuits","Biscuit pâtissier meringué","Pastry biscuit with meringue","2",0,"Ambiant (long)","Pas de préparation",5,0.27248497,2.249955,4.1512201e-8,0.57399028,0.00803419,1.8732615e-7,1.6802066e-8,1.2030454e-9,0.024428635,0.00038794508,0.010665774,0.10011317,36.343037,103.11184,1.450926,36.060935,0.00000928011,"PACK PROXY"
"39710","39710","lait et produits laitiers","produits laitiers frais et assimilés","Crème pâtissière","Pastry cream or custard","2",0,"Glacé","Pas de préparation",5,0.16873103,1.3596185,1.3998411e-7,0.63886001,0.0039761655,1.3106522e-7,1.9669536e-8,6.3976525e-10,0.016765832,0.00021584235,0.005099895,0.068760376,10.407827,44.137555,0.51850003,22.80714,0.0000081145177,"PACK AGB"
"23455","23455","produits céréaliers","gâteaux et pâtisseries","Chou à la crème (chantilly ou pâtissière)","Pastry cream puff","2",0,"Ambiant (long)","Pas de préparation",5,0.36785781,2.8430926,0.000001783448,0.63641653,0.0074745427,2.6527409e-7,4.6806216e-8,1.4635582e-9,0.036439301,0.00033321169,0.011147452,0.15163664,33.487001,112.23851,0.450113,31.844067,0.000050759428,"PACK PROXY"
"23412","23412","produits céréaliers","farines et pâtes à tarte","Pâte brisée, matière grasse végétale, cuite","Pastry, short crust, baked","2",0,"Glacé","Four",5,0.36774083999999996,3.1572283,4.7166697e-8,1.2192168,0.0081528717,2.8574928e-7,5.2510924e-8,1.5681952e-9,0.040068618,0.00035427936,0.012122756,0.1682811,27.508791,123.37992,0.61668419,44.220719,0.000013646705,"PACK PROXY"
"8391","8391","viandes, œufs, poissons","charcuteries","Pâté en croûte","Pâté in crust","2",0,"Ambiant (long)","Pas de préparation",5,1.2234912,9.707171,7.6888324e-8,1.3306724,0.023432878,0.000001259464,1.6653411e-7,6.3296666e-9,0.17823457,0.0010019011,0.044071787,0.7667709,166.13494,606.62336,1.7717488,67.694133,0.00002490697,"PACK AGB"
"8201","8201","viandes, œufs, poissons","charcuteries","Pâté au poivre vert","Pâté w green pepper","2",0,"Ambiant (long)","Pas de préparation",5,0.5670655699999999,4.7864722,6.2248969e-8,1.0728782,0.013656911,4.7470395e-7,5.2924767e-8,4.9083052e-9,0.062827717,0.00066656165,0.018254395,0.25550219,113.98623,213.8457,1.3776691,53.707003,0.000015586306,"PACK AGB"
"39401","39401","glaces et sorbets","desserts glacés","Pêche melba","Peach melba (with vanilla ice cream and raspberry sauce)","2",0,"Congelé","Pas de préparation",5,0.33348346,2.4967606,0.0000020224743,0.88853134,0.0068153261,1.969452e-7,3.5462521e-8,8.899813e-10,0.025754876,0.00034835211,0.007004221,0.10244712,18.954087,62.94541,1.0181515,38.684216,0.000059495748,"PACK PROXY"
"2371","2371","boissons","boissons sans alcool","Nectar de pêche","Peach nectar","2",0,"Ambiant (long)","Pas de préparation",5,0.14000942,0.59062055,5.3944167e-7,0.22802851,0.0021873807,3.7863041e-8,2.1089806e-8,3.2087275e-10,0.0036694828,0.00011975466,0.0009886033,0.012246557,16.842764,24.209917,7.372682,12.044636,0.000016935977,"PACK PROXY"
"13730","13730","fruits, légumes, légumineuses et oléagineux","fruits","Pêche au sirop léger, appertisée, égouttée","Peach, canned in light syrup, drained","2",0,"Ambiant (long)","Pas de préparation",5,0.26864709000000003,1.7547875,2.6746753e-8,1.5254325,0.0046158621,7.808951e-8,3.841603e-8,4.7561943e-9,0.0048751858,0.0004364499,0.0026261475,0.012662438,32.001931,39.693446,9.6445948,45.09329,0.0000079410244,"PACK AGB"
"13731","13731","fruits, légumes, légumineuses et oléagineux","fruits","Pêche au sirop léger, appertisée, non égouttée","Peach, canned in light syrup, not drained","2",0,"Ambiant (long)","Pas de préparation",5,0.15069363,0.98430598,1.5002963e-8,0.85565722,0.0025890222,4.3802172e-8,2.1544322e-8,2.6680413e-9,0.0027344514,0.00024450318,0.0014657831,0.0071018954,17.932226,22.266636,5.4134425,25.29406,0.0000044540539,"PACK AGB"
